ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
100
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
ITEM: ATOMS id mol type x y z 
5 1 1 24.1807 1.94067 0.367096 
6 1 1 23.6079 2.07812 99.6009 
7 1 1 24.1362 1.38068 99.1616 
8 1 1 25.0512 1.64614 99.4228 
9 1 1 25.6109 0.830206 99.3217 
10 1 1 25.5375 0.0964027 99.8826 
11 1 1 24.8068 0.411647 0.354383 
12 1 1 24.3882 0.147691 1.2316 
13 1 1 23.7315 99.5457 1.43865 
14 1 1 23.2043 99.2986 2.25993 
15 1 1 22.8317 98.5927 2.92504 
16 1 1 22.3276 97.6285 2.9901 
17 1 1 23.2003 97.2538 3.05104 
18 1 1 24.024 97.298 3.66458 
19 1 1 24.4943 97.9051 4.30781 
20 1 1 23.9231 98.408 4.98507 
21 1 1 24.7441 98.1383 5.35431 
22 1 1 24.831 98.7922 6.17216 
23 1 1 25.0218 97.9673 6.75048 
24 1 1 24.3607 98.051 7.6253 
25 1 1 23.9303 97.2775 7.18135 
26 1 1 24.1722 96.4537 7.76201 
27 1 1 24.8062 95.9872 8.32095 
28 1 1 24.2282 95.1784 8.4491 
29 1 1 23.4463 94.8233 7.96888 
30 1 1 22.6694 94.2777 8.04472 
31 1 1 22.179 93.7823 8.67425 
32 1 1 21.2877 93.3094 8.89697 
33 1 1 20.8881 92.4739 8.57599 
34 1 1 20.8817 91.7823 7.9287 
35 1 1 21.0833 91.2721 7.11873 
36 1 1 21.2488 90.3912 6.68339 
37 1 1 21.3265 89.4116 6.84412 
38 1 1 21.9425 89.3013 6.08814 
39 1 1 21.9269 89.6391 5.16447 
40 1 1 20.9758 89.6334 4.82816 
41 1 1 20.7718 88.6663 5.07726 
42 1 1 20.4777 88.5106 6.04718 
43 1 1 21.2744 88.0274 6.32833 
44 1 1 20.6907 87.7821 7.06129 
45 1 1 21.1533 87.9236 7.83771 
46 1 1 20.7811 87.6194 8.60219 
47 1 1 21.2694 88.05 9.33337 
48 1 1 21.7867 87.5137 9.79446 
49 1 1 22.4054 87.9191 9.15312 
50 1 1 22.6609 88.6876 9.58557 
51 1 1 22.7124 88.9206 10.5626 
52 1 1 23.131 89.0821 11.5095 
53 1 1 23.2793 88.247 11.0874 
54 1 1 23.3968 87.5519 10.5275 
55 1 1 22.7364 86.8394 10.378 
56 1 1 23.265 86.0736 10.4906 
57 1 1 23.4901 85.6279 9.67031 
58 1 1 24.2617 85.4191 10.1297 
59 1 1 24.3546 85.7794 9.2415 
60 1 1 24.9433 85.3326 8.58297 
61 1 1 25.7635 84.8703 8.1015 
62 1 1 25.9087 84.6563 7.19095 
63 1 1 26.0191 84.6545 6.1675 
64 1 1 26.6501 83.8346 5.96642 
65 1 1 26.752 83.7856 5.00762 
66 1 1 26.3115 84.2166 4.2335 
67 1 1 26.4752 84.7992 3.49997 
68 1 1 26.019 84.2591 2.83428 
69 1 1 26.8713 83.7969 2.50586 
70 1 1 26.4897 83.7637 1.56634 
71 1 1 25.9137 84.3063 1.09457 
72 1 1 25.6172 85.2428 1.18306 
73 1 1 26.3271 85.6739 0.628177 
74 1 1 25.4959 85.8925 0.158335 
75 1 1 25.5221 86.1183 99.2432 
76 1 1 26.2877 85.4422 99.1931 
77 1 1 26.5108 84.7565 98.53 
78 1 1 26.239 84.9195 97.6048 
79 1 1 25.9483 85.651 96.9695 
80 1 1 26.4846 85.9004 96.1396 
81 1 1 25.5698 86.0609 96.001 
82 1 1 25.6511 86.5707 95.159 
83 1 1 26.255 87.1544 94.573 
84 1 1 26.2725 87.9686 93.9884 
85 1 1 25.2475 87.9651 94.1711 
86 1 1 24.8218 88.6024 94.8017 
87 1 1 25.2657 88.0207 95.5208 
88 1 1 26.1912 88.1878 95.448 
89 1 1 26.0063 88.2015 96.3888 
90 1 1 25.0891 88.0926 96.5756 
91 1 1 25.1999 89.0861 96.6564 
92 1 1 24.3184 89.3172 96.3658 
93 1 1 23.5823 89.7515 96.7697 
94 1 1 22.6505 89.9451 97.1219 
95 1 1 22.7103 89.8778 98.114 
96 1 1 21.8488 89.457 98.3747 
97 1 1 20.9648 89.4471 98.8286 
98 1 1 20.9449 90.3066 99.31 
99 1 1 20.3282 91.064 99.5109 
100 1 1 21.2665 91.427 99.239 
ITEM: TIMESTEP
810000
ITEM: NUMBER OF ATOMS
100
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
ITEM: ATOMS id mol type x y z 
1 1 1 28.3463 96.0717 95.8077 
2 1 1 28.0164 95.1619 95.7746 
3 1 1 28.5631 94.3666 95.7286 
4 1 1 27.6919 94.2259 96.2233 
5 1 1 27.8623 94.3823 97.2158 
6 1 1 27.195 95.0653 97.246 
7 1 1 26.4397 94.5569 97.5152 
8 1 1 26.4974 94.1712 96.6398 
9 1 1 25.5243 94.5076 96.841 
10 1 1 25.2415 94.6032 97.7784 
11 1 1 24.6863 94.3514 98.5083 
12 1 1 23.8579 94.4694 98.0587 
13 1 1 23.2304 94.5498 98.6985 
14 1 1 22.8722 93.7221 98.7269 
15 1 1 22.1673 94.3436 98.7055 
16 1 1 21.3223 94.1088 99.3869 
17 1 1 21.398 93.4924 0.135994 
18 1 1 21.3357 93.1622 0.976574 
19 1 1 21.8131 92.7054 1.66556 
20 1 1 22.5989 93.1646 2.17597 
21 1 1 22.7539 92.3336 2.77553 
22 1 1 22.8325 92.3886 3.74997 
23 1 1 21.9354 92.3645 3.94662 
24 1 1 22.2785 91.6754 4.52376 
25 1 1 22.9209 91.0344 4.94447 
26 1 1 23.203 90.9841 3.97375 
27 1 1 23.3491 90.1333 4.40826 
28 1 1 23.1106 89.9007 5.43954 
29 1 1 22.9039 89.7798 6.47958 
30 1 1 23.491 88.9938 6.6003 
31 1 1 23.4138 88.303 7.28457 
32 1 1 23.9481 88.7765 7.85973 
33 1 1 23.8511 88.863 8.7533 
34 1 1 24.2607 88.0846 9.1444 
35 1 1 23.5735 88.3314 9.90351 
36 1 1 23.6985 87.4081 10.0973 
37 1 1 22.8845 86.9234 10.3477 
38 1 1 21.9662 86.7845 10.1632 
39 1 1 21.1539 87.0608 9.87561 
40 1 1 20.4193 86.453 9.42125 
41 1 1 19.4199 86.3432 9.27614 
42 1 1 19.3623 86.5132 8.31596 
43 1 1 19.6189 87.3911 8.32318 
44 1 1 18.571 87.4982 8.17013 
45 1 1 18.4078 88.1123 7.34242 
46 1 1 18.8171 87.7394 6.56845 
47 1 1 19.2778 86.9491 6.8775 
48 1 1 20.0051 86.4644 6.63174 
49 1 1 20.4262 87.3298 6.44567 
50 1 1 20.9515 87.3452 5.63159 
51 1 1 21.6758 87.0858 5.07065 
52 1 1 20.9964 86.4725 5.07044 
53 1 1 20.5874 86.0991 4.18697 
54 1 1 20.7445 86.9953 4.25907 
55 1 1 21.2567 87.1674 3.37932 
56 1 1 20.6619 87.6943 2.9688 
57 1 1 20.4471 86.8268 2.51087 
58 1 1 19.5514 87.1716 2.24418 
59 1 1 19.8612 86.9726 1.4064 
60 1 1 19.039 86.4467 1.24778 
61 1 1 19.4238 85.4683 1.10531 
62 1 1 19.9676 85.9984 0.560605 
63 1 1 20.4955 85.3742 0.190492 
64 1 1 20.9697 84.6141 99.764 
65 1 1 21.6341 84.9996 0.329186 
66 1 1 21.767 85.9962 0.271821 
67 1 1 22.6727 86.6088 0.414818 
68 1 1 22.9861 86.1471 99.666 
69 1 1 23.6397 86.8331 99.5286 
70 1 1 24.4312 86.6761 98.8269 
71 1 1 23.6786 86.3441 98.2683 
72 1 1 23.5645 87.1462 97.852 
73 1 1 24.2506 87.7754 97.7895 
74 1 1 24.0343 87.4789 96.8932 
75 1 1 23.3063 88.1538 96.7051 
76 1 1 23.2655 89.072 96.6963 
77 1 1 23.203 90.0216 96.6733 
78 1 1 24.1586 90.2122 96.9096 
79 1 1 23.8103 90.7201 97.6282 
80 1 1 22.9107 91.0543 97.6431 
81 1 1 23.0947 92.0125 97.5425 
82 1 1 22.0939 91.9596 97.7993 
83 1 1 22.0245 92.2626 96.8422 
84 1 1 21.7817 92.4158 95.8186 
85 1 1 20.8504 92.735 96.0712 
86 1 1 19.9575 93.0262 96.3318 
87 1 1 19.6066 93.1439 97.2572 
88 1 1 20.1594 92.8962 97.9833 
89 1 1 20.8071 92.1747 98.0288 
90 1 1 19.9715 91.6494 98.315 
91 1 1 19.2214 91.7335 97.7827 
92 1 1 18.39 91.7821 98.2028 
93 1 1 18.1735 92.2913 97.4238 
94 1 1 17.2614 92.0972 97.3897 
95 1 1 16.3171 92.0906 97.2318 
96 1 1 16.3814 91.1913 97.5637 
97 1 1 17.0798 90.8572 96.9199 
98 1 1 17.473 90.5945 96.1123 
99 1 1 17.438 91.5157 95.7948 
100 1 1 16.4903 91.8064 96.1999 
ITEM: TIMESTEP
820000
ITEM: NUMBER OF ATOMS
100
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
ITEM: ATOMS id mol type x y z 
1 1 1 30.1894 88.6438 2.28819 
2 1 1 29.4638 88.3827 2.85024 
3 1 1 28.6798 88.6746 2.26943 
4 1 1 27.9468 89.2586 2.27404 
5 1 1 27.2267 89.8767 2.87748 
6 1 1 26.9265 90.4232 2.05422 
7 1 1 27.8216 90.502 1.76906 
8 1 1 27.4414 90.4367 0.849454 
9 1 1 26.4959 90.6034 0.797934 
10 1 1 25.8138 91.2785 0.576591 
11 1 1 26.545 91.8618 0.665323 
12 1 1 26.2764 92.3796 1.55081 
13 1 1 25.3863 92.1103 1.33944 
14 1 1 25.5263 92.0194 2.31644 
15 1 1 25.8764 92.682 3.06845 
16 1 1 26.7571 92.7538 2.96506 
17 1 1 27.1718 91.8352 2.81909 
18 1 1 26.8443 91.2522 3.53177 
19 1 1 27.0535 91.3588 4.56689 
20 1 1 26.4716 92.182 4.79098 
21 1 1 25.9248 92.1562 5.55369 
22 1 1 26.2214 92.7246 6.30651 
23 1 1 25.8851 93.5622 6.71305 
24 1 1 24.9008 93.6132 6.74384 
25 1 1 24.1669 93.0181 7.15484 
26 1 1 23.7721 92.1756 6.92771 
27 1 1 24.3146 91.8997 7.71152 
28 1 1 24.2803 90.8595 7.96813 
29 1 1 23.6039 90.3057 8.24758 
30 1 1 23.1151 90.3023 9.14475 
31 1 1 22.5031 89.7324 9.74261 
32 1 1 23.0778 89.2057 9.21075 
33 1 1 22.6518 88.6924 8.60197 
34 1 1 22.2038 88.0486 9.22729 
35 1 1 22.8869 87.4992 8.67809 
36 1 1 23.2779 87.6469 9.50663 
37 1 1 23.7835 87.4618 10.2923 
38 1 1 23.0092 87.859 10.7947 
39 1 1 22.9322 88.7476 10.6659 
40 1 1 23.1038 88.6676 11.6564 
41 1 1 23.6176 87.9879 11.8691 
42 1 1 23.3397 87.1639 11.6025 
43 1 1 23.7968 86.3727 11.276 
44 1 1 23.7133 86.0364 10.3935 
45 1 1 24.6172 85.7149 10.0399 
46 1 1 25.3771 85.1893 9.57519 
47 1 1 26.0988 85.3862 10.2873 
48 1 1 26.5617 86.2484 10.1477 
49 1 1 26.8536 86.9217 10.7704 
50 1 1 27.4431 86.9904 10.072 
51 1 1 27.8907 86.5317 9.4469 
52 1 1 27.5153 87.2977 8.86287 
53 1 1 27.146 87.0257 7.9919 
54 1 1 26.3113 87.1681 8.54348 
55 1 1 26.4383 87.7584 7.75254 
56 1 1 26.5727 88.6612 8.00368 
57 1 1 27.2499 88.9442 7.41972 
58 1 1 26.6658 89.6845 7.56968 
59 1 1 25.7928 89.4633 7.57103 
60 1 1 25.8831 89.8294 6.65037 
61 1 1 25.3114 89.5968 5.87764 
62 1 1 24.4331 89.2197 5.75366 
63 1 1 24.7999 89.0371 6.62952 
64 1 1 23.9958 88.6932 6.9654 
65 1 1 23.2321 89.0264 7.4726 
66 1 1 23.7041 89.7672 7.03328 
67 1 1 23.0289 90.4825 6.72342 
68 1 1 23.2927 90.6016 5.84215 
69 1 1 22.825 90.7405 5.04291 
70 1 1 22.2423 90.0581 4.48474 
71 1 1 22.5026 90.3943 3.62986 
72 1 1 22.5766 90.5812 2.6947 
73 1 1 22.3282 90.214 1.78255 
74 1 1 22.6485 89.8559 0.950392 
75 1 1 22.6303 90.8834 0.968407 
76 1 1 21.6351 91.2663 0.913483 
77 1 1 20.6623 91.175 0.972572 
78 1 1 20.7141 90.6189 0.133616 
79 1 1 20.9923 90.8801 99.1636 
80 1 1 21.2486 90.2646 98.4311 
81 1 1 21.447 91.0579 97.8817 
82 1 1 22.2626 91.032 97.4384 
83 1 1 21.7049 90.9724 96.5835 
84 1 1 21.0615 91.3341 95.9649 
85 1 1 21.2897 90.8691 94.9545 
86 1 1 20.4698 90.4755 94.4549 
87 1 1 20.2401 89.9144 93.6496 
88 1 1 19.6758 89.6712 94.4052 
89 1 1 18.8191 89.3371 94.1372 
90 1 1 18.506 89.7376 93.2293 
91 1 1 17.7462 89.8378 93.9541 
92 1 1 17.1095 89.7181 94.7361 
93 1 1 16.6842 89.828 93.8692 
94 1 1 15.7269 89.7711 93.486 
95 1 1 15.0096 89.8554 94.197 
96 1 1 14.223 90.2706 93.6836 
97 1 1 13.9089 90.8449 92.9347 
98 1 1 13.8152 90.766 91.9803 
99 1 1 14.3822 91.6528 91.8693 
100 1 1 14.8591 90.9907 91.3588 
ITEM: TIMESTEP
830000
ITEM: NUMBER OF ATOMS
100
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
ITEM: ATOMS id mol type x y z 
1 1 1 28.6229 88.5727 7.85812 
2 1 1 29.4156 88.8232 8.31081 
3 1 1 30.0632 88.6124 8.92539 
4 1 1 30.3898 88.2637 8.11089 
5 1 1 30.7927 89.1561 7.7768 
6 1 1 30.5771 89.3543 6.90854 
7 1 1 29.8314 89.2267 7.48284 
8 1 1 29.2435 89.9625 7.72414 
9 1 1 28.3341 89.8664 7.93014 
10 1 1 27.6549 90.5196 8.22539 
11 1 1 28.5531 90.9789 8.45282 
12 1 1 29.1159 91.266 7.6529 
13 1 1 28.2582 91.4904 7.50177 
14 1 1 27.4239 91.1866 7.33443 
15 1 1 27.6774 90.7583 6.53088 
16 1 1 26.7679 90.5876 6.11714 
17 1 1 26.694 90.219 5.279 
18 1 1 26.2608 89.3807 4.98867 
19 1 1 25.4402 89.8585 5.38401 
20 1 1 24.5844 90.0835 4.85407 
21 1 1 24.0691 90.5494 5.58593 
22 1 1 24.5709 91.3652 5.56875 
23 1 1 23.6311 91.4976 5.76474 
24 1 1 22.9921 91.7231 6.50207 
25 1 1 22.3154 91.547 5.86433 
26 1 1 21.8477 92.4157 5.64587 
27 1 1 21.6994 92.5202 4.68219 
28 1 1 20.69 92.3903 4.63822 
29 1 1 19.7587 92.1138 4.61618 
30 1 1 19.4232 91.3897 4.05382 
31 1 1 18.5745 91.6177 4.51032 
32 1 1 18.4058 91.2327 5.42145 
33 1 1 18.0587 92.0552 5.8895 
34 1 1 17.4376 91.6332 6.49461 
35 1 1 17.4852 90.6784 6.35412 
36 1 1 17.0629 89.8451 6.67262 
37 1 1 16.9061 89.6795 7.57733 
38 1 1 17.7599 89.8799 8.11722 
39 1 1 18.0604 89.0338 7.68095 
40 1 1 18.706 88.2896 7.41362 
41 1 1 18.2582 87.7857 8.25528 
42 1 1 18.6735 86.957 8.96816 
43 1 1 17.8974 86.4594 8.8944 
44 1 1 17.6076 86.0974 9.68864 
45 1 1 18.4591 86.1727 10.1738 
46 1 1 18.9256 85.6599 10.7952 
47 1 1 19.3839 85.3536 11.5118 
48 1 1 19.794 84.9011 12.318 
49 1 1 20.1943 84.5815 13.0562 
50 1 1 21.0763 84.3211 12.9334 
51 1 1 21.2242 84.6648 12.1467 
52 1 1 21.6529 85.352 11.6103 
53 1 1 21.369 86.2039 10.9447 
54 1 1 22.0795 86.5839 11.44 
55 1 1 22.4409 86.1345 10.7569 
56 1 1 23.1367 85.878 11.3991 
57 1 1 24.0061 86.2558 11.2516 
58 1 1 23.7163 86.9538 11.9764 
59 1 1 24.5434 87.0799 11.5769 
60 1 1 24.8785 87.8161 10.9146 
61 1 1 24.1442 88.2851 10.7009 
62 1 1 24.151 89.1481 10.1735 
63 1 1 25.0008 88.6255 10.1811 
64 1 1 25.4944 88.2888 9.42804 
65 1 1 25.0314 87.7712 8.755 
66 1 1 25.6093 87.2386 8.1083 
67 1 1 25.5336 86.359 7.54593 
68 1 1 25.8517 86.8347 6.73376 
69 1 1 25.0454 86.9589 6.10975 
70 1 1 24.7468 87.8016 5.81375 
71 1 1 23.8518 87.929 5.60642 
72 1 1 24.3899 87.3541 5.06569 
73 1 1 24.7025 87.095 4.14979 
74 1 1 23.9489 87.7449 3.8506 
75 1 1 23.1369 88.2648 3.90809 
76 1 1 22.5663 88.4695 3.15982 
77 1 1 23.2933 89.061 2.83953 
78 1 1 23.5102 89.5932 2.06904 
79 1 1 23.2897 90.4724 2.4084 
80 1 1 22.4285 90.8535 2.18622 
81 1 1 22.8065 91.374 1.37001 
82 1 1 23.2706 90.9112 0.522971 
83 1 1 24.2796 91.011 0.642095 
84 1 1 24.1494 91.1992 99.758 
85 1 1 23.8705 92.1024 99.4518 
86 1 1 23.1794 92.5923 98.8875 
87 1 1 23.2631 92.4767 97.9726 
88 1 1 24.1791 92.2283 97.8472 
89 1 1 23.6018 91.5029 97.9592 
90 1 1 23.1336 91.2564 98.7666 
91 1 1 22.2598 91.5843 98.7108 
92 1 1 22.1251 90.9295 99.4495 
93 1 1 21.1399 90.7388 99.5187 
94 1 1 20.1332 90.6016 99.4298 
95 1 1 19.76 90.3689 98.5673 
96 1 1 19.1251 90.8696 98.0835 
97 1 1 18.2168 91.2298 97.9281 
98 1 1 17.288 91.0383 98.4208 
99 1 1 17.5188 91.9553 98.5838 
100 1 1 18.1863 91.5493 99.0697 
ITEM: TIMESTEP
840000
ITEM: NUMBER OF ATOMS
100
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
ITEM: ATOMS id mol type x y z 
1 1 1 25.1022 92.6173 6.9331 
2 1 1 25.9571 92.2607 7.39127 
3 1 1 26.73 92.409 7.85511 
4 1 1 26.6452 91.5913 7.29971 
5 1 1 26.5617 90.6123 7.05432 
6 1 1 27.2157 90.0156 6.76916 
7 1 1 27.4096 89.3789 6.09326 
8 1 1 26.6526 88.9755 5.66387 
9 1 1 27.0445 89.4159 4.85675 
10 1 1 27.0617 88.5218 4.47868 
11 1 1 27.4132 87.9838 3.77466 
12 1 1 27.331 88.0728 2.85293 
13 1 1 26.6283 88.6749 2.58793 
14 1 1 26.4135 89.3723 1.95069 
15 1 1 25.6897 90.01 2.25779 
16 1 1 26.1402 90.4134 1.54589 
17 1 1 25.5025 90.7506 0.783867 
18 1 1 25.3291 91.2591 0.00470105 
19 1 1 25.2893 92.1925 99.6838 
20 1 1 25.2586 92.2101 0.663683 
21 1 1 25.8599 92.6227 1.27083 
22 1 1 25.8011 92.2113 2.14512 
23 1 1 25.8169 92.892 2.83797 
24 1 1 25.0561 93.0178 2.25999 
25 1 1 24.2999 92.5646 1.61332 
26 1 1 23.9302 92.6041 2.53932 
27 1 1 24.25 92.0443 3.36086 
28 1 1 23.3908 91.5009 3.21973 
29 1 1 22.533 91.2753 2.954 
30 1 1 21.9048 91.5121 3.62594 
31 1 1 21.404 91.0599 2.95784 
32 1 1 20.7 91.5071 3.42049 
33 1 1 21.0477 91.992 2.64964 
34 1 1 20.5479 92.6588 2.99161 
35 1 1 19.5932 92.649 3.22926 
36 1 1 19.2618 91.8358 2.9242 
37 1 1 19.2101 91.9185 1.98512 
38 1 1 19.4143 90.9373 1.99503 
39 1 1 19.4891 90.7272 1.06599 
40 1 1 18.9962 89.8926 0.973133 
41 1 1 18.2811 90.5405 1.17142 
42 1 1 17.7425 89.7506 1.47812 
43 1 1 17.3419 88.9337 1.03191 
44 1 1 17.0319 88.3512 0.254434 
45 1 1 16.5085 88.2842 1.051 
46 1 1 17.2523 87.5431 1.04778 
47 1 1 16.8872 87.2978 0.211887 
48 1 1 16.1581 86.6799 0.443457 
49 1 1 16.0072 86.385 1.44303 
50 1 1 15.1699 86.4782 1.08887 
51 1 1 15.6752 85.734 0.826861 
52 1 1 16.148 85.1198 0.3364 
53 1 1 15.3612 84.9069 99.8961 
54 1 1 15.3642 84.5164 0.786429 
55 1 1 14.9894 83.6872 0.844958 
56 1 1 15.7536 83.1108 0.967785 
57 1 1 16.322 83.0185 1.89311 
58 1 1 16.2278 83.9024 2.29422 
59 1 1 16.391 84.8479 2.17083 
60 1 1 17.1139 84.2501 2.00933 
61 1 1 18.0154 83.9955 2.12397 
62 1 1 18.8359 83.586 1.74876 
63 1 1 19.253 83.7313 2.562 
64 1 1 18.8907 84.4414 3.14808 
65 1 1 19.7571 84.1856 3.50493 
66 1 1 19.5511 84.755 4.3268 
67 1 1 19.612 85.6629 4.72192 
68 1 1 19.5922 86.6671 4.69686 
69 1 1 18.7239 87.1353 4.85262 
70 1 1 18.7958 88.1492 4.86143 
71 1 1 19.2155 88.4298 3.99577 
72 1 1 20.1683 88.5366 3.67634 
73 1 1 20.1123 89.2567 3.02433 
74 1 1 20.9034 89.7805 2.95581 
75 1 1 21.41 90.074 2.23732 
76 1 1 21.5573 90.8994 1.57714 
77 1 1 21.1826 90.9354 0.694343 
78 1 1 20.6412 90.2306 0.285514 
79 1 1 21.1136 90.9151 99.6803 
80 1 1 21.5705 91.7452 99.9899 
81 1 1 22.5186 91.8432 99.8961 
82 1 1 23.0239 92.5001 0.336845 
83 1 1 23.5208 91.9581 99.6932 
84 1 1 23.9618 92.7879 99.4763 
85 1 1 23.207 93.5286 99.3273 
86 1 1 22.6186 94.2267 98.9923 
87 1 1 22.1073 94.3169 98.1635 
88 1 1 21.3313 93.8039 97.8528 
89 1 1 20.8117 94.034 98.7679 
90 1 1 20.3546 94.17 99.6081 
91 1 1 19.9177 94.9897 99.8472 
92 1 1 20.821 95.0362 99.5262 
93 1 1 21.7263 95.1641 0.0297239 
94 1 1 22.3795 95.7211 0.449228 
95 1 1 22.6432 96.5528 0.952334 
96 1 1 21.8287 97.0539 1.0151 
97 1 1 21.6897 96.9587 1.9597 
98 1 1 22.305 97.3989 2.52167 
99 1 1 23.2935 97.1606 2.65854 
100 1 1 22.9612 96.5707 1.99281 
ITEM: TIMESTEP
850000
ITEM: NUMBER OF ATOMS
100
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
ITEM: ATOMS id mol type x y z 
1 1 1 25.5112 93.5624 9.76065 
2 1 1 25.6688 93.9178 8.82504 
3 1 1 25.7431 93.8827 7.87554 
4 1 1 25.9224 92.9576 7.86335 
5 1 1 26.5269 93.1059 8.55025 
6 1 1 27.4072 92.546 8.45633 
7 1 1 27.654 92.0261 7.75034 
8 1 1 26.998 92.6101 7.3098 
9 1 1 27.1908 92.3639 6.35127 
10 1 1 27.4832 91.6082 5.72705 
11 1 1 28.4054 91.4293 5.41566 
12 1 1 28.8549 90.9356 4.65158 
13 1 1 29.6186 90.9226 5.18557 
14 1 1 29.241 91.2225 6.05921 
15 1 1 28.7982 90.4155 6.5548 
16 1 1 28.9528 89.7846 5.82314 
17 1 1 28.1912 89.5971 5.17447 
18 1 1 27.9721 88.6225 5.0481 
19 1 1 27.0701 88.3723 5.35729 
20 1 1 26.7097 89.2103 6.01711 
21 1 1 26.1655 89.6265 6.66024 
22 1 1 25.4547 89.2514 5.99652 
23 1 1 25.5963 88.2828 5.95327 
24 1 1 24.7931 87.817 5.57838 
25 1 1 24.0558 88.3743 4.96515 
26 1 1 23.1277 88.5472 4.80408 
27 1 1 22.716 88.7836 4.03929 
28 1 1 23.2657 89.5945 4.05996 
29 1 1 23.2665 89.9756 4.93712 
30 1 1 23.8001 90.7268 4.74637 
31 1 1 23.9859 91.047 5.67335 
32 1 1 23.1692 90.8377 6.21009 
33 1 1 23.6236 90.2967 6.90049 
34 1 1 23.438 89.5198 7.34769 
35 1 1 22.5053 89.2519 7.35782 
36 1 1 21.6843 88.9035 7.06164 
37 1 1 20.8793 88.9344 6.4522 
38 1 1 20.0344 88.5986 7.07237 
39 1 1 19.6465 87.8624 6.48126 
40 1 1 18.8368 87.9802 5.92196 
41 1 1 18.5806 88.8003 6.15455 
42 1 1 18.1151 89.2341 6.93812 
43 1 1 17.2432 89.0414 6.77635 
44 1 1 16.4647 88.7946 6.26379 
45 1 1 16.5067 89.0941 5.34689 
46 1 1 16.4973 89.0227 4.38356 
47 1 1 17.0953 88.3787 4.14808 
48 1 1 17.5247 87.9353 3.38403 
49 1 1 17.5493 87.2353 2.67422 
50 1 1 18.0814 86.8972 1.91047 
51 1 1 18.9283 87.1778 1.28995 
52 1 1 19.9224 87.1355 1.47539 
53 1 1 20.7252 86.9794 0.883629 
54 1 1 21.0859 86.1839 0.450716 
55 1 1 21.9886 85.915 0.266653 
56 1 1 22.6225 85.9317 0.96041 
57 1 1 23.1732 86.044 1.74646 
58 1 1 23.1288 85.839 2.77648 
59 1 1 22.9412 86.2156 3.6223 
60 1 1 23.8588 85.7174 3.50661 
61 1 1 24.4488 86.1471 2.8818 
62 1 1 23.8346 86.7716 2.31273 
63 1 1 23.658 87.5854 1.79198 
64 1 1 23.0797 87.432 1.0442 
65 1 1 22.2292 87.5822 0.672699 
66 1 1 22.3292 88.2133 1.32761 
67 1 1 21.4517 88.6266 1.23883 
68 1 1 21.2057 89.574 1.45356 
69 1 1 20.3555 89.7556 1.54908 
70 1 1 20.8677 90.5942 1.66884 
71 1 1 20.4308 91.3291 1.14165 
72 1 1 20.488 92.202 1.48261 
73 1 1 20.7944 93.0953 1.32863 
74 1 1 21.3302 93.8713 1.54496 
75 1 1 21.0598 94.5734 2.15474 
76 1 1 22.0509 94.8373 2.06308 
77 1 1 21.875 95.774 1.94917 
78 1 1 21.628 95.1214 1.18458 
79 1 1 22.5738 95.5065 0.886761 
80 1 1 22.4224 96.4286 0.48671 
81 1 1 21.6081 96.6087 0.946216 
82 1 1 21.1763 97.2809 0.38104 
83 1 1 20.4391 96.9463 0.959461 
84 1 1 19.6615 96.3084 1.10071 
85 1 1 20.227 96.1813 1.96861 
86 1 1 20.1818 95.6152 2.72992 
87 1 1 19.4237 95.6139 3.2263 
88 1 1 18.4644 95.9313 3.05604 
89 1 1 18.9285 96.7663 2.9683 
90 1 1 19.0433 97.4988 3.64161 
91 1 1 19.6646 97.573 2.94978 
92 1 1 19.0275 98.1503 2.386 
93 1 1 18.2629 98.0806 1.65533 
94 1 1 17.6453 98.8399 1.39259 
95 1 1 17.5226 99.4176 2.13663 
96 1 1 16.7514 99.6293 2.61838 
97 1 1 16.6934 0.06536 3.56137 
98 1 1 16.3444 0.98919 3.65395 
99 1 1 15.9175 1.6443 4.21093 
100 1 1 16.7075 1.69477 4.74333 
ITEM: TIMESTEP
860000
ITEM: NUMBER OF ATOMS
100
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
0.0000000000000000e+00 1.0000000000000000e+02
