# Time-averaged data for fix 4
# TimeStep c_1[1] c_1[2] c_1[3] c_1[4]
76100 179657 224532 0 404189
76200 180130 225123 0 405253
76300 180603 225714 0 406318
76400 181077 226307 0 407384
76500 181552 226900 0 408452
76600 182027 227494 0 409521
76700 182503 228089 0 410592
76800 182979 228684 0 411664
76900 183457 229280 0 412737
77000 183934 229877 0 413812
77100 184413 230475 0 414888
77200 184892 231074 0 415965
77300 185371 231673 0 417044
77400 185851 232273 0 418125
77500 186332 232874 0 419207
77600 186814 233476 0 420290
77700 187296 234078 0 421374
77800 187778 234682 0 422460
77900 188262 235286 0 423548
78000 188746 235891 0 424636
78100 189230 236496 0 425726
78200 189715 237103 0 426818
78300 190201 237710 0 427911
78400 190688 238318 0 429005
78500 191175 238926 0 430101
78600 191662 239536 0 431198
78700 192151 240146 0 432297
78800 192639 240757 0 433396
78900 193129 241369 0 434498
79000 193619 241981 0 435601
79100 194110 242595 0 436705
79200 194601 243209 0 437810
79300 195093 243824 0 438917
79400 195586 244439 0 440025
79500 196079 245056 0 441135
